track.name,name,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Vragende Kinderogen,Zangeres Zonder Naam,7sr7zpnxxh1zZbk7A4L98r,0.46,0.564,5,-9.735,1,0.0286,0.268,0.0,0.36,0.758,178.03,audio_features,7sr7zpnxxh1zZbk7A4L98r,spotify:track:7sr7zpnxxh1zZbk7A4L98r,https://api.spotify.com/v1/tracks/7sr7zpnxxh1zZbk7A4L98r,https://api.spotify.com/v1/audio-analysis/7sr7zpnxxh1zZbk7A4L98r,200947,3
The Dream,Nits,4pE0JG7MLHWVFpz3twfdK7,0.389,0.436,7,-15.881,1,0.0636,0.0888,0.0698,0.118,0.328,108.419,audio_features,4pE0JG7MLHWVFpz3twfdK7,spotify:track:4pE0JG7MLHWVFpz3twfdK7,https://api.spotify.com/v1/tracks/4pE0JG7MLHWVFpz3twfdK7,https://api.spotify.com/v1/audio-analysis/4pE0JG7MLHWVFpz3twfdK7,260027,4
"1,2,3 Red Light",1910 Fruitgum Company,4fnvjQXs8y18X8br917ohs,0.718,0.498,3,-8.904,1,0.0374,0.132,0.0,0.0536,0.982,115.957,audio_features,4fnvjQXs8y18X8br917ohs,spotify:track:4fnvjQXs8y18X8br917ohs,https://api.spotify.com/v1/tracks/4fnvjQXs8y18X8br917ohs,https://api.spotify.com/v1/audio-analysis/4fnvjQXs8y18X8br917ohs,127120,4
So In Love,Orchestral Manoeuvres In The Dark,1C4sl3X6MAR3lrMuHox4eR,0.607,0.712,0,-8.794,1,0.0276,0.0178,0.00236,0.298,0.95,120.089,audio_features,1C4sl3X6MAR3lrMuHox4eR,spotify:track:1C4sl3X6MAR3lrMuHox4eR,https://api.spotify.com/v1/tracks/1C4sl3X6MAR3lrMuHox4eR,https://api.spotify.com/v1/audio-analysis/1C4sl3X6MAR3lrMuHox4eR,210693,4
I Sold My Heart To The Junkman,Les Blue Belles,1XVXxsTnsqOmDYOaiQl9n0,0.555,0.758,6,-7.411,1,0.0596,0.778,0.0,0.693,0.745,139.782,audio_features,1XVXxsTnsqOmDYOaiQl9n0,spotify:track:1XVXxsTnsqOmDYOaiQl9n0,https://api.spotify.com/v1/tracks/1XVXxsTnsqOmDYOaiQl9n0,https://api.spotify.com/v1/audio-analysis/1XVXxsTnsqOmDYOaiQl9n0,148133,4
"Goodbye Jimmy, Goodbye",Kathy Linden,6HuqSvbR87hXHx8OfZuPPn,0.4,0.282,10,-10.418,1,0.0323,0.89,0.0,0.116,0.252,113.904,audio_features,6HuqSvbR87hXHx8OfZuPPn,spotify:track:6HuqSvbR87hXHx8OfZuPPn,https://api.spotify.com/v1/tracks/6HuqSvbR87hXHx8OfZuPPn,https://api.spotify.com/v1/audio-analysis/6HuqSvbR87hXHx8OfZuPPn,156573,3
Pazza idea,Patty Pravo,7n9YiIfoZwYOzvUc2jrrpp,0.356,0.545,4,-6.334,1,0.0484,0.647,0.0,0.485,0.55,153.496,audio_features,7n9YiIfoZwYOzvUc2jrrpp,spotify:track:7n9YiIfoZwYOzvUc2jrrpp,https://api.spotify.com/v1/tracks/7n9YiIfoZwYOzvUc2jrrpp,https://api.spotify.com/v1/audio-analysis/7n9YiIfoZwYOzvUc2jrrpp,288093,4
I'll Stand by You,Pretenders,6Yzhs8G083KjZXxi18C3VW,0.454,0.549,7,-8.804,1,0.0293,0.294,3.21e-06,0.481,0.295,134.028,audio_features,6Yzhs8G083KjZXxi18C3VW,spotify:track:6Yzhs8G083KjZXxi18C3VW,https://api.spotify.com/v1/tracks/6Yzhs8G083KjZXxi18C3VW,https://api.spotify.com/v1/audio-analysis/6Yzhs8G083KjZXxi18C3VW,239573,4
Then He Kissed Me,The Crystals,7jeOETwLUP84mPQzxlD5nh,0.431,0.678,4,-7.945,1,0.0365,0.7,6.37e-06,0.199,0.633,135.919,audio_features,7jeOETwLUP84mPQzxlD5nh,spotify:track:7jeOETwLUP84mPQzxlD5nh,https://api.spotify.com/v1/tracks/7jeOETwLUP84mPQzxlD5nh,https://api.spotify.com/v1/audio-analysis/7jeOETwLUP84mPQzxlD5nh,158685,4
I'll Be Your Baby Tonight,Bob Dylan,6W5E1eMRmZlyo6XT7vi405,0.496,0.257,0,-14.559,1,0.0295,0.452,6.01e-05,0.0411,0.46,127.475,audio_features,6W5E1eMRmZlyo6XT7vi405,spotify:track:6W5E1eMRmZlyo6XT7vi405,https://api.spotify.com/v1/tracks/6W5E1eMRmZlyo6XT7vi405,https://api.spotify.com/v1/audio-analysis/6W5E1eMRmZlyo6XT7vi405,159547,4
Lincoln County (Stereo Single Version),Dave Davies,4Go6wWaWQY3PdYjX4UGLQD,0.527,0.586,7,-6.295,1,0.0288,0.116,0.0,0.0969,0.832,73.696,audio_features,4Go6wWaWQY3PdYjX4UGLQD,spotify:track:4Go6wWaWQY3PdYjX4UGLQD,https://api.spotify.com/v1/tracks/4Go6wWaWQY3PdYjX4UGLQD,https://api.spotify.com/v1/audio-analysis/4Go6wWaWQY3PdYjX4UGLQD,202560,4
Heaven Knows,Donna Summer,3AUbB5IqApnPB033aJ3Fbo,0.691,0.934,8,-3.993,1,0.0895,0.239,7.45e-06,0.496,0.735,131.969,audio_features,3AUbB5IqApnPB033aJ3Fbo,spotify:track:3AUbB5IqApnPB033aJ3Fbo,https://api.spotify.com/v1/tracks/3AUbB5IqApnPB033aJ3Fbo,https://api.spotify.com/v1/audio-analysis/3AUbB5IqApnPB033aJ3Fbo,219347,4
Heaven Knows,Brooklyn Dreams,3AUbB5IqApnPB033aJ3Fbo,0.691,0.934,8,-3.993,1,0.0895,0.239,7.45e-06,0.496,0.735,131.969,audio_features,3AUbB5IqApnPB033aJ3Fbo,spotify:track:3AUbB5IqApnPB033aJ3Fbo,https://api.spotify.com/v1/tracks/3AUbB5IqApnPB033aJ3Fbo,https://api.spotify.com/v1/audio-analysis/3AUbB5IqApnPB033aJ3Fbo,219347,4
Duke of Earl,Darts,39HNsSjzkuTUHcHiHngJnz,0.608,0.505,11,-9.004,0,0.0348,0.225,0.0,0.0823,0.821,115.291,audio_features,39HNsSjzkuTUHcHiHngJnz,spotify:track:39HNsSjzkuTUHcHiHngJnz,https://api.spotify.com/v1/tracks/39HNsSjzkuTUHcHiHngJnz,https://api.spotify.com/v1/audio-analysis/39HNsSjzkuTUHcHiHngJnz,223240,4
Fever,The McCoys,78eqrJFbfW5WRWVeM3KPPg,0.753,0.529,7,-11.864,0,0.0334,0.047,0.0,0.0474,0.963,115.555,audio_features,78eqrJFbfW5WRWVeM3KPPg,spotify:track:78eqrJFbfW5WRWVeM3KPPg,https://api.spotify.com/v1/tracks/78eqrJFbfW5WRWVeM3KPPg,https://api.spotify.com/v1/audio-analysis/78eqrJFbfW5WRWVeM3KPPg,170160,4
(I Love You) For Sentimental Reasons,Nat King Cole,5QnCtH7euld6R68UwcWrte,0.41,0.0418,1,-24.754,1,0.035,0.977,0.0137,0.117,0.247,67.882,audio_features,5QnCtH7euld6R68UwcWrte,spotify:track:5QnCtH7euld6R68UwcWrte,https://api.spotify.com/v1/tracks/5QnCtH7euld6R68UwcWrte,https://api.spotify.com/v1/audio-analysis/5QnCtH7euld6R68UwcWrte,184467,4
Red River Rock,Johnny & The Hurricanes,0r47eFpzaqjJ7xqhV7Gf2l,0.383,0.915,0,-7.37,1,0.0543,0.34,0.117,0.294,0.891,153.597,audio_features,0r47eFpzaqjJ7xqhV7Gf2l,spotify:track:0r47eFpzaqjJ7xqhV7Gf2l,https://api.spotify.com/v1/tracks/0r47eFpzaqjJ7xqhV7Gf2l,https://api.spotify.com/v1/audio-analysis/0r47eFpzaqjJ7xqhV7Gf2l,132707,4
Rockin' Robin,Michael Jackson,2aadUB2b4hugbdIPU8Aypk,0.626,0.704,10,-9.046,1,0.111,0.297,1.48e-05,0.323,0.968,173.277,audio_features,2aadUB2b4hugbdIPU8Aypk,spotify:track:2aadUB2b4hugbdIPU8Aypk,https://api.spotify.com/v1/tracks/2aadUB2b4hugbdIPU8Aypk,https://api.spotify.com/v1/audio-analysis/2aadUB2b4hugbdIPU8Aypk,151933,4
De Wandelclub,Jasperina de Jong,2Uyu9r8dY1MIhG76fubp0H,0.732,0.451,5,-7.937,1,0.212,0.601,0.0,0.258,0.787,125.675,audio_features,2Uyu9r8dY1MIhG76fubp0H,spotify:track:2Uyu9r8dY1MIhG76fubp0H,https://api.spotify.com/v1/tracks/2Uyu9r8dY1MIhG76fubp0H,https://api.spotify.com/v1/audio-analysis/2Uyu9r8dY1MIhG76fubp0H,210013,4
Rat In Mi Kitchen,UB40,0o7tBKZHvWPJB17wQx1Q8w,0.734,0.652,9,-6.554,1,0.0586,0.0825,0.00215,0.0651,0.705,90.722,audio_features,0o7tBKZHvWPJB17wQx1Q8w,spotify:track:0o7tBKZHvWPJB17wQx1Q8w,https://api.spotify.com/v1/tracks/0o7tBKZHvWPJB17wQx1Q8w,https://api.spotify.com/v1/audio-analysis/0o7tBKZHvWPJB17wQx1Q8w,185960,4
Lucy In The Sky With Diamonds,Elton John,13JsYnkF16pHKuOFG6uI1C,0.392,0.566,0,-8.127,1,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,audio_features,13JsYnkF16pHKuOFG6uI1C,spotify:track:13JsYnkF16pHKuOFG6uI1C,https://api.spotify.com/v1/tracks/13JsYnkF16pHKuOFG6uI1C,https://api.spotify.com/v1/audio-analysis/13JsYnkF16pHKuOFG6uI1C,377573,4
Ik Zal Je Nooit Vergeten,Koos Alberts,4ta57FnAeN7nVUXJ2hjARK,0.539,0.842,10,-5.614,1,0.062,0.252,0.0,0.396,0.689,123.754,audio_features,4ta57FnAeN7nVUXJ2hjARK,spotify:track:4ta57FnAeN7nVUXJ2hjARK,https://api.spotify.com/v1/tracks/4ta57FnAeN7nVUXJ2hjARK,https://api.spotify.com/v1/audio-analysis/4ta57FnAeN7nVUXJ2hjARK,163128,4
Bella Madonna,Frans Bauer,5tk8DkqWBWP2kq6UGuFxts,0.569,0.67,8,-8.291,1,0.0357,0.173,0.0,0.0769,0.69,120.107,audio_features,5tk8DkqWBWP2kq6UGuFxts,spotify:track:5tk8DkqWBWP2kq6UGuFxts,https://api.spotify.com/v1/tracks/5tk8DkqWBWP2kq6UGuFxts,https://api.spotify.com/v1/audio-analysis/5tk8DkqWBWP2kq6UGuFxts,189960,4
The Continuing Story Of Bungalow Bill - Remastered 2009,The Beatles,5Z3Rd1fMcaty8g5Pn7yhBQ,0.621,0.459,0,-10.414,1,0.104,0.224,0.0,0.656,0.648,114.816,audio_features,5Z3Rd1fMcaty8g5Pn7yhBQ,spotify:track:5Z3Rd1fMcaty8g5Pn7yhBQ,https://api.spotify.com/v1/tracks/5Z3Rd1fMcaty8g5Pn7yhBQ,https://api.spotify.com/v1/audio-analysis/5Z3Rd1fMcaty8g5Pn7yhBQ,194160,4
25 or 6 to 4,Chicago,4LazyQYMQJBkKwp9GvDcjA,0.608,0.862,7,-10.153,1,0.0489,0.254,0.0194,0.0944,0.784,147.488,audio_features,4LazyQYMQJBkKwp9GvDcjA,spotify:track:4LazyQYMQJBkKwp9GvDcjA,https://api.spotify.com/v1/tracks/4LazyQYMQJBkKwp9GvDcjA,https://api.spotify.com/v1/audio-analysis/4LazyQYMQJBkKwp9GvDcjA,292213,4
In eenzame nachten,Zangeres Zonder Naam,56iNx0n5COZVBx94iGgtCx,0.641,0.566,5,-8.067,1,0.0323,0.372,0.0,0.161,0.772,117.154,audio_features,56iNx0n5COZVBx94iGgtCx,spotify:track:56iNx0n5COZVBx94iGgtCx,https://api.spotify.com/v1/tracks/56iNx0n5COZVBx94iGgtCx,https://api.spotify.com/v1/audio-analysis/56iNx0n5COZVBx94iGgtCx,261760,4
The Cha-cha-cha,Bobby Rydell,5u2LEgoJU42OiChNLyKcwt,0.623,0.726,11,-6.536,0,0.0293,0.382,0.0,0.722,0.86,116.819,audio_features,5u2LEgoJU42OiChNLyKcwt,spotify:track:5u2LEgoJU42OiChNLyKcwt,https://api.spotify.com/v1/tracks/5u2LEgoJU42OiChNLyKcwt,https://api.spotify.com/v1/audio-analysis/5u2LEgoJU42OiChNLyKcwt,150507,4
Don't Throw Away All Those Teardrops,Frankie Avalon,3bFQYkftPJwRSRAWgVM3dl,0.557,0.226,7,-15.229,1,0.0277,0.9,3.14e-05,0.327,0.391,82.679,audio_features,3bFQYkftPJwRSRAWgVM3dl,spotify:track:3bFQYkftPJwRSRAWgVM3dl,https://api.spotify.com/v1/tracks/3bFQYkftPJwRSRAWgVM3dl,https://api.spotify.com/v1/audio-analysis/3bFQYkftPJwRSRAWgVM3dl,151733,3
Yellow Bird,Arthur Lyman,7uJQUtgOzvSlVM3oyY012O,0.572,0.0774,2,-26.113,1,0.0484,0.951,0.893,0.115,0.807,120.311,audio_features,7uJQUtgOzvSlVM3oyY012O,spotify:track:7uJQUtgOzvSlVM3oyY012O,https://api.spotify.com/v1/tracks/7uJQUtgOzvSlVM3oyY012O,https://api.spotify.com/v1/audio-analysis/7uJQUtgOzvSlVM3oyY012O,165667,4
J.O.S. Days,Nits,07GEe4WSsg2rFrfaGQdRah,0.639,0.618,4,-13.13,0,0.0404,0.365,3.72e-05,0.092,0.71,157.377,audio_features,07GEe4WSsg2rFrfaGQdRah,spotify:track:07GEe4WSsg2rFrfaGQdRah,https://api.spotify.com/v1/tracks/07GEe4WSsg2rFrfaGQdRah,https://api.spotify.com/v1/audio-analysis/07GEe4WSsg2rFrfaGQdRah,193240,4
Joan Of Arc (Maid Of Orleans),Orchestral Manoeuvres In The Dark,6mIaW1QZ8mMsLRixIuvjDM,0.537,0.724,8,-8.192,1,0.0342,0.0496,0.731,0.0505,0.324,109.71,audio_features,6mIaW1QZ8mMsLRixIuvjDM,spotify:track:6mIaW1QZ8mMsLRixIuvjDM,https://api.spotify.com/v1/tracks/6mIaW1QZ8mMsLRixIuvjDM,https://api.spotify.com/v1/audio-analysis/6mIaW1QZ8mMsLRixIuvjDM,252933,3
Thin Line Between Love and Hate,Pretenders,6jGyTuBLLX4dKU2Vu8B89b,0.672,0.413,9,-13.029,0,0.031,0.409,0.00078,0.0893,0.667,128.242,audio_features,6jGyTuBLLX4dKU2Vu8B89b,spotify:track:6jGyTuBLLX4dKU2Vu8B89b,https://api.spotify.com/v1/tracks/6jGyTuBLLX4dKU2Vu8B89b,https://api.spotify.com/v1/audio-analysis/6jGyTuBLLX4dKU2Vu8B89b,220067,4
Da Doo Ron Ron (When He Walked Me Home),The Crystals,0fonScmHUzC0MglSLn9saA,0.535,0.797,3,-7.533,1,0.0459,0.48,3.42e-05,0.141,0.613,148.835,audio_features,0fonScmHUzC0MglSLn9saA,spotify:track:0fonScmHUzC0MglSLn9saA,https://api.spotify.com/v1/tracks/0fonScmHUzC0MglSLn9saA,https://api.spotify.com/v1/audio-analysis/0fonScmHUzC0MglSLn9saA,140120,4
"Farewell, Angelina - Studio Outtake - 1965",Bob Dylan,29MEcYFP09cdPJxeyNkMhe,0.559,0.158,7,-19.353,1,0.0341,0.781,0.0,0.0618,0.21,130.297,audio_features,29MEcYFP09cdPJxeyNkMhe,spotify:track:29MEcYFP09cdPJxeyNkMhe,https://api.spotify.com/v1/tracks/29MEcYFP09cdPJxeyNkMhe,https://api.spotify.com/v1/audio-analysis/29MEcYFP09cdPJxeyNkMhe,325840,3
Let's Hang On,Darts,4nk1NEWNsnCrK0MnKl3KG5,0.625,0.751,10,-7.056,0,0.127,0.251,0.0,0.149,0.565,134.735,audio_features,4nk1NEWNsnCrK0MnKl3KG5,spotify:track:4nk1NEWNsnCrK0MnKl3KG5,https://api.spotify.com/v1/tracks/4nk1NEWNsnCrK0MnKl3KG5,https://api.spotify.com/v1/audio-analysis/4nk1NEWNsnCrK0MnKl3KG5,195453,4
Unforgettable,Nat King Cole,3eQwtgoiVKbaYuX0ITe2fU,0.306,0.117,5,-18.713,1,0.0322,0.84,0.00527,0.121,0.142,74.319,audio_features,3eQwtgoiVKbaYuX0ITe2fU,spotify:track:3eQwtgoiVKbaYuX0ITe2fU,https://api.spotify.com/v1/tracks/3eQwtgoiVKbaYuX0ITe2fU,https://api.spotify.com/v1/audio-analysis/3eQwtgoiVKbaYuX0ITe2fU,207440,4
Down Yonder,Johnny & The Hurricanes,4omP4NnFanSGnybM0Ggk4K,0.513,0.865,10,-9.348,1,0.0328,0.32,0.868,0.124,0.971,147.571,audio_features,4omP4NnFanSGnybM0Ggk4K,spotify:track:4omP4NnFanSGnybM0Ggk4K,https://api.spotify.com/v1/tracks/4omP4NnFanSGnybM0Ggk4K,https://api.spotify.com/v1/audio-analysis/4omP4NnFanSGnybM0Ggk4K,128392,4
Dobbe Dobbe Dobbe,Jasperina de Jong,1HFsuimLodtbVj8j9ML4Rf,0.682,0.162,7,-18.102,1,0.0402,0.912,1.43e-06,0.56,0.377,77.308,audio_features,1HFsuimLodtbVj8j9ML4Rf,spotify:track:1HFsuimLodtbVj8j9ML4Rf,https://api.spotify.com/v1/tracks/1HFsuimLodtbVj8j9ML4Rf,https://api.spotify.com/v1/audio-analysis/1HFsuimLodtbVj8j9ML4Rf,235773,4
I Belive,The Bachelors,3mImC6XZ58G1LW3fbfD1kV,0.511,0.528,2,-7.316,1,0.0293,0.358,0.0,0.081,0.367,113.561,audio_features,3mImC6XZ58G1LW3fbfD1kV,spotify:track:3mImC6XZ58G1LW3fbfD1kV,https://api.spotify.com/v1/tracks/3mImC6XZ58G1LW3fbfD1kV,https://api.spotify.com/v1/audio-analysis/3mImC6XZ58G1LW3fbfD1kV,111693,3
If I Didn't Care,The Ink Spots,2jPgfwVXOKnUl2QLQsnIAT,0.417,0.123,6,-16.572,0,0.0377,0.993,0.0125,0.143,0.18,137.444,audio_features,2jPgfwVXOKnUl2QLQsnIAT,spotify:track:2jPgfwVXOKnUl2QLQsnIAT,https://api.spotify.com/v1/tracks/2jPgfwVXOKnUl2QLQsnIAT,https://api.spotify.com/v1/audio-analysis/2jPgfwVXOKnUl2QLQsnIAT,181973,3
Bei Mir Bist Du Schon (Means That You're Grand),The Andrews Sisters,54EEuKcvf9lvytQ7r8n8hG,0.67,0.318,3,-12.134,0,0.155,0.381,0.0,0.101,0.846,167.583,audio_features,54EEuKcvf9lvytQ7r8n8hG,spotify:track:54EEuKcvf9lvytQ7r8n8hG,https://api.spotify.com/v1/tracks/54EEuKcvf9lvytQ7r8n8hG,https://api.spotify.com/v1/audio-analysis/54EEuKcvf9lvytQ7r8n8hG,184040,4
In The Rain,The Dramatics,6aKFAhG7hCy71wLDMKjP5G,0.421,0.514,8,-9.52,0,0.049,0.591,8.97e-05,0.337,0.564,145.653,audio_features,6aKFAhG7hCy71wLDMKjP5G,spotify:track:6aKFAhG7hCy71wLDMKjP5G,https://api.spotify.com/v1/tracks/6aKFAhG7hCy71wLDMKjP5G,https://api.spotify.com/v1/audio-analysis/6aKFAhG7hCy71wLDMKjP5G,209213,4
Who's That Girl - Remastered Version,Eurythmics,0qO7FkKWdHPc1Si1Z2nLZm,0.771,0.464,5,-10.175,0,0.0433,0.0892,0.0,0.0716,0.351,119.546,audio_features,0qO7FkKWdHPc1Si1Z2nLZm,spotify:track:0qO7FkKWdHPc1Si1Z2nLZm,https://api.spotify.com/v1/tracks/0qO7FkKWdHPc1Si1Z2nLZm,https://api.spotify.com/v1/audio-analysis/0qO7FkKWdHPc1Si1Z2nLZm,225267,4
Who's That Girl - Remastered Version,Annie Lennox,0qO7FkKWdHPc1Si1Z2nLZm,0.771,0.464,5,-10.175,0,0.0433,0.0892,0.0,0.0716,0.351,119.546,audio_features,0qO7FkKWdHPc1Si1Z2nLZm,spotify:track:0qO7FkKWdHPc1Si1Z2nLZm,https://api.spotify.com/v1/tracks/0qO7FkKWdHPc1Si1Z2nLZm,https://api.spotify.com/v1/audio-analysis/0qO7FkKWdHPc1Si1Z2nLZm,225267,4
Who's That Girl - Remastered Version,Dave Stewart,0qO7FkKWdHPc1Si1Z2nLZm,0.771,0.464,5,-10.175,0,0.0433,0.0892,0.0,0.0716,0.351,119.546,audio_features,0qO7FkKWdHPc1Si1Z2nLZm,spotify:track:0qO7FkKWdHPc1Si1Z2nLZm,https://api.spotify.com/v1/tracks/0qO7FkKWdHPc1Si1Z2nLZm,https://api.spotify.com/v1/audio-analysis/0qO7FkKWdHPc1Si1Z2nLZm,225267,4
When Your Heart Is Weak,Cock Robin,08TMT0ACXNeB006v1A4yHY,0.745,0.556,8,-8.706,0,0.0271,0.225,0.000176,0.126,0.93,105.64,audio_features,08TMT0ACXNeB006v1A4yHY,spotify:track:08TMT0ACXNeB006v1A4yHY,https://api.spotify.com/v1/tracks/08TMT0ACXNeB006v1A4yHY,https://api.spotify.com/v1/audio-analysis/08TMT0ACXNeB006v1A4yHY,278680,4
Maybe Tomorrow - Remastered 2010,Badfinger,15RXL05X13S8iZaQ9LPKOj,0.363,0.397,9,-10.053,1,0.0398,0.585,0.0,0.0983,0.23,81.192,audio_features,15RXL05X13S8iZaQ9LPKOj,spotify:track:15RXL05X13S8iZaQ9LPKOj,https://api.spotify.com/v1/tracks/15RXL05X13S8iZaQ9LPKOj,https://api.spotify.com/v1/audio-analysis/15RXL05X13S8iZaQ9LPKOj,180600,4
So Many Ways,Brook Benton,2RWKeZq9flsjoyed3t0ghY,0.449,0.441,5,-7.906,1,0.035,0.668,0.0,0.117,0.535,118.515,audio_features,2RWKeZq9flsjoyed3t0ghY,spotify:track:2RWKeZq9flsjoyed3t0ghY,https://api.spotify.com/v1/tracks/2RWKeZq9flsjoyed3t0ghY,https://api.spotify.com/v1/audio-analysis/2RWKeZq9flsjoyed3t0ghY,147907,4
Sounds Like a Melody,Alphaville,3GR5Qd34nif6bskCrhTZue,0.701,0.745,11,-9.439,0,0.0362,0.0489,0.309,0.138,0.498,97.069,audio_features,3GR5Qd34nif6bskCrhTZue,spotify:track:3GR5Qd34nif6bskCrhTZue,https://api.spotify.com/v1/tracks/3GR5Qd34nif6bskCrhTZue,https://api.spotify.com/v1/audio-analysis/3GR5Qd34nif6bskCrhTZue,285360,4
Take Good Care Of Her,Adam Wade,2IsIWooLudLKDPXVzn5JhU,0.365,0.241,11,-13.078,1,0.0321,0.837,0.0,0.349,0.339,114.302,audio_features,2IsIWooLudLKDPXVzn5JhU,spotify:track:2IsIWooLudLKDPXVzn5JhU,https://api.spotify.com/v1/tracks/2IsIWooLudLKDPXVzn5JhU,https://api.spotify.com/v1/audio-analysis/2IsIWooLudLKDPXVzn5JhU,154920,4
Warmed Over Kisses (Left Over Love),Brian Hyland,4VXtEw18Y1BrZ3E5G5ipVp,0.606,0.288,6,-14.324,1,0.0285,0.847,0.0,0.169,0.711,137.718,audio_features,4VXtEw18Y1BrZ3E5G5ipVp,spotify:track:4VXtEw18Y1BrZ3E5G5ipVp,https://api.spotify.com/v1/tracks/4VXtEw18Y1BrZ3E5G5ipVp,https://api.spotify.com/v1/audio-analysis/4VXtEw18Y1BrZ3E5G5ipVp,141667,3
All I Want To Do,UB40,57qbx4vC5batWA5U1yaBNY,0.742,0.644,6,-10.482,1,0.0649,0.114,0.00059,0.323,0.595,171.877,audio_features,57qbx4vC5batWA5U1yaBNY,spotify:track:57qbx4vC5batWA5U1yaBNY,https://api.spotify.com/v1/tracks/57qbx4vC5batWA5U1yaBNY,https://api.spotify.com/v1/audio-analysis/57qbx4vC5batWA5U1yaBNY,333827,4
The Bitch Is Back - Remastered 1995,Elton John,40tnCfx2mTtHozyaRDcYC5,0.586,0.86,1,-6.752,1,0.0584,0.0372,0.00109,0.1,0.943,132.865,audio_features,40tnCfx2mTtHozyaRDcYC5,spotify:track:40tnCfx2mTtHozyaRDcYC5,https://api.spotify.com/v1/tracks/40tnCfx2mTtHozyaRDcYC5,https://api.spotify.com/v1/audio-analysis/40tnCfx2mTtHozyaRDcYC5,224933,4
Eens Schijnt Voor Jou De Zon,Frans Bauer,6I6bNAPWXzwpkcAZixtQYe,0.7,0.811,10,-5.715,1,0.0272,0.0989,0.0,0.2,0.906,113.027,audio_features,6I6bNAPWXzwpkcAZixtQYe,spotify:track:6I6bNAPWXzwpkcAZixtQYe,https://api.spotify.com/v1/tracks/6I6bNAPWXzwpkcAZixtQYe,https://api.spotify.com/v1/audio-analysis/6I6bNAPWXzwpkcAZixtQYe,205160,4
Make Me Smile (Single Version) - 2002 Remaster,Chicago,14vDlv40PzpXKBo6qmht6M,0.619,0.773,8,-7.345,1,0.063,0.129,0.0487,0.519,0.722,124.78,audio_features,14vDlv40PzpXKBo6qmht6M,spotify:track:14vDlv40PzpXKBo6qmht6M,https://api.spotify.com/v1/tracks/14vDlv40PzpXKBo6qmht6M,https://api.spotify.com/v1/audio-analysis/14vDlv40PzpXKBo6qmht6M,178933,4
In Hamburg,Zangeres Zonder Naam,17CNtuQTVIDl3LITMFBjpJ,0.191,0.509,5,-9.208,1,0.0354,0.264,0.0,0.478,0.652,174.812,audio_features,17CNtuQTVIDl3LITMFBjpJ,spotify:track:17CNtuQTVIDl3LITMFBjpJ,https://api.spotify.com/v1/tracks/17CNtuQTVIDl3LITMFBjpJ,https://api.spotify.com/v1/audio-analysis/17CNtuQTVIDl3LITMFBjpJ,206306,3
Sketches of Spain,Nits,2X1n6NR2b85QCz906Hhkxc,0.664,0.24,2,-12.657,0,0.0322,0.311,0.00042,0.0757,0.166,120.389,audio_features,2X1n6NR2b85QCz906Hhkxc,spotify:track:2X1n6NR2b85QCz906Hhkxc,https://api.spotify.com/v1/tracks/2X1n6NR2b85QCz906Hhkxc,https://api.spotify.com/v1/audio-analysis/2X1n6NR2b85QCz906Hhkxc,262120,4
Back on the Chain Gang,Pretenders,4eDudjc2i0obi3f2b00qVj,0.599,0.761,2,-11.203,1,0.0331,0.0744,0.0494,0.183,0.846,153.266,audio_features,4eDudjc2i0obi3f2b00qVj,spotify:track:4eDudjc2i0obi3f2b00qVj,https://api.spotify.com/v1/tracks/4eDudjc2i0obi3f2b00qVj,https://api.spotify.com/v1/audio-analysis/4eDudjc2i0obi3f2b00qVj,232360,4
He's Sure The Boy I Love,The Crystals,6wdKjjOcNsTjzQqK2q6vJM,0.531,0.674,2,-7.276,1,0.0603,0.463,4.96e-06,0.121,0.892,137.311,audio_features,6wdKjjOcNsTjzQqK2q6vJM,spotify:track:6wdKjjOcNsTjzQqK2q6vJM,https://api.spotify.com/v1/tracks/6wdKjjOcNsTjzQqK2q6vJM,https://api.spotify.com/v1/audio-analysis/6wdKjjOcNsTjzQqK2q6vJM,163480,4
Get It,Darts,67DnSwXaJg8Yct05PcNtOw,0.532,0.559,11,-7.528,1,0.0304,0.175,0.00082,0.231,0.862,129.678,audio_features,67DnSwXaJg8Yct05PcNtOw,spotify:track:67DnSwXaJg8Yct05PcNtOw,https://api.spotify.com/v1/tracks/67DnSwXaJg8Yct05PcNtOw,https://api.spotify.com/v1/audio-analysis/67DnSwXaJg8Yct05PcNtOw,177160,4
A Blossom Fell,Nat King Cole,35eRfaVytfTFAr8QKX5urU,0.328,0.0835,7,-22.957,1,0.0321,0.924,0.00555,0.299,0.325,84.726,audio_features,35eRfaVytfTFAr8QKX5urU,spotify:track:35eRfaVytfTFAr8QKX5urU,https://api.spotify.com/v1/tracks/35eRfaVytfTFAr8QKX5urU,https://api.spotify.com/v1/audio-analysis/35eRfaVytfTFAr8QKX5urU,161773,3
